0.0350	0.0317	0.2100	0.877	999.000	1.30
0.0370	0.0317	0.2100	0.940	999.000	1.30
0.0340	0.0317	0.2100	0.980	999.000	1.30
0.0490	0.0318	0.1700	0.393	999.000	1.30
0.0600	0.0318	0.1700	0.479	999.000	1.30
0.0540	0.0318	0.1700	0.500	999.000	1.30
0.0570	0.0318	0.1700	0.548	999.000	1.30
0.0550	0.0318	0.1700	0.558	999.000	1.30
0.0590	0.0318	0.1700	0.585	999.000	1.30
0.0490	0.0318	0.1700	0.579	999.000	1.30
0.0580	0.0318	0.1700	0.625	999.000	1.30
0.0510	0.0318	0.1700	0.657	999.000	1.30
0.0500	0.0318	0.1700	0.670	999.000	1.30
0.0490	0.0318	0.1700	0.730	999.000	1.30
0.0610	0.0318	0.1700	0.754	999.000	1.30
0.0520	0.0318	0.1700	0.766	999.000	1.30
0.0650	0.0318	0.1700	0.350	999.000	2.00
0.0150	0.0318	0.1700	0.371	999.000	5.50
0.0280	0.0318	0.1700	0.409	999.000	2.80
0.0480	0.0318	0.1700	0.449	999.000	2.00
0.0390	0.0318	0.1700	0.489	999.000	2.80
0.0270	0.0318	0.1700	0.500	999.000	5.50
0.0550	0.0318	0.1700	0.500	999.000	2.00
0.0520	0.0318	0.1700	0.550	999.000	2.00
0.0390	0.0318	0.1700	0.580	999.000	2.80
0.0390	0.0318	0.1700	0.650	999.000	5.50
0.0540	0.0318	0.1700	0.670	999.000	2.00
0.0560	0.0318	0.1700	0.670	999.000	2.00
0.0370	0.0318	0.1700	0.681	999.000	2.80
0.0310	0.0318	0.1700	0.790	999.000	5.50
0.0570	0.0318	0.1700	0.820	999.000	2.00
0.0560	0.0318	0.1700	0.850	999.000	2.00
0.0380	0.0318	0.1700	0.850	999.000	2.80
0.0640	0.0399	0.2100	0.782	999.000	1.30
0.0620	0.0399	0.2100	0.880	999.000	1.30
0.0610	0.0399	0.2100	0.995	999.000	1.30
0.0690	0.0449	0.2100	0.860	999.000	1.30
0.0640	0.0449	0.2100	0.957	999.000	1.30
0.0750	0.0381	0.1700	0.456	999.000	1.30
0.0600	0.0381	0.1700	0.456	999.000	1.30
0.0650	0.0381	0.1700	0.581	999.000	1.30
0.0660	0.0381	0.1700	0.899	999.000	1.30
0.0690	0.0400	0.1700	0.347	999.000	1.30
0.0610	0.0400	0.1700	0.526	999.000	1.30
0.0720	0.0400	0.1700	0.582	999.000	1.30
0.0770	0.0400	0.1700	0.730	999.000	1.30
0.0770	0.0400	0.1700	0.743	999.000	1.30
0.0780	0.0400	0.1700	0.772	999.000	1.30
0.0780	0.0400	0.1700	0.841	999.000	1.30
0.0820	0.0400	0.1700	0.350	999.000	2.00
0.0660	0.0400	0.1700	0.449	999.000	2.00
0.0720	0.0400	0.1700	0.449	999.000	2.00
0.0760	0.0400	0.1700	0.550	999.000	2.00
0.0710	0.0400	0.1700	0.630	999.000	2.00
0.0690	0.0400	0.1700	0.790	999.000	2.00
0.0710	0.0451	0.1700	0.307	999.000	1.30
0.0700	0.0451	0.1700	0.436	999.000	1.30
0.0700	0.0451	0.1700	0.456	999.000	1.30
0.0780	0.0451	0.1700	0.529	999.000	1.30
0.0770	0.0451	0.1700	0.548	999.000	1.30
0.0760	0.0451	0.1700	0.581	999.000	1.30
0.0740	0.0451	0.1700	0.650	999.000	1.30
0.0810	0.0451	0.1700	0.659	999.000	1.30
0.0770	0.0451	0.1700	0.648	999.000	1.30
0.0760	0.0451	0.1700	0.759	999.000	1.30
0.0710	0.0451	0.1700	0.715	999.000	1.30
0.0860	0.0451	0.1700	0.842	999.000	1.30
0.0680	0.0451	0.1700	0.810	999.000	1.30
0.0800	0.0451	0.1700	0.890	999.000	1.30
0.0220	0.0451	0.1700	0.350	999.000	5.50
0.0760	0.0451	0.1700	0.350	999.000	2.00
0.0310	0.0451	0.1700	0.371	999.000	2.80
0.0390	0.0451	0.1700	0.480	999.000	5.50
0.0550	0.0451	0.1700	0.480	999.000	2.80
0.0210	0.0451	0.1700	0.500	999.000	4.30
0.0790	0.0451	0.1700	0.540	999.000	2.00
0.0800	0.0451	0.1700	0.560	999.000	2.00
0.0580	0.0451	0.1700	0.590	999.000	2.80
0.0540	0.0451	0.1700	0.610	999.000	5.50
0.0740	0.0451	0.1700	0.670	999.000	2.00
0.0780	0.0451	0.1700	0.681	999.000	2.00
0.0520	0.0451	0.1700	0.721	999.000	5.50
0.0600	0.0451	0.1700	0.790	999.000	2.80
0.0500	0.0451	0.1700	0.799	999.000	5.50
0.0760	0.0451	0.1700	0.810	999.000	2.00
0.0780	0.0451	0.1700	0.810	999.000	2.00
0.0540	0.0451	0.1700	0.879	999.000	5.50
0.0970	0.0508	0.1700	0.360	999.000	1.30
0.0680	0.0508	0.1700	0.615	999.000	1.30
0.0750	0.0508	0.1700	0.780	999.000	1.30
0.0890	0.0700	0.1700	0.610	999.000	5.50
0.0880	0.0700	0.1700	0.790	999.000	5.50
0.0560	0.0508	0.1000	0.350	999.000	1.30
0.0670	0.0508	0.1000	0.545	999.000	1.30
0.0800	0.0508	0.1000	0.650	999.000	1.30
0.0620	0.0508	0.1000	0.230	999.000	1.20
0.0620	0.0508	0.1000	0.436	999.000	1.20
0.0800	0.0508	0.1000	0.800	999.000	1.30
0.0560	0.0508	0.1000	0.370	999.000	1.30
0.0630	0.0508	0.1000	0.450	999.000	1.30
0.0550	0.0508	0.1000	0.300	999.000	1.20
0.0650	0.0508	0.1000	0.500	999.000	1.30
0.0670	0.0508	0.1000	0.600	999.000	1.30
0.0580	0.0508	0.1000	0.390	999.000	1.30
0.0770	0.0508	0.1000	1.200	999.000	1.30
0.0960	0.0580	0.1000	1.050	999.000	1.20
0.0770	0.0795	0.1000	0.300	999.000	1.30
0.1210	0.0795	0.1000	0.800	999.000	1.30
0.1090	0.0795	0.1000	0.650	999.000	1.20
0.1100	0.0795	0.1000	1.050	999.000	1.30
0.0970	0.0795	0.1000	0.600	999.000	1.30
0.0900	0.0795	0.1000	0.800	999.000	1.30
0.1050	0.0795	0.1000	1.050	999.000	1.30
0.0790	0.0795	0.1000	0.300	999.000	1.30
0.1220	0.0795	0.1000	1.100	999.000	1.30
0.1320	0.0795	0.1000	1.050	999.000	1.20
0.1100	0.0795	0.1000	0.650	999.000	1.30
0.1220	0.0795	0.1000	0.810	999.000	1.30
0.0870	0.0795	0.1000	0.400	999.000	1.20
0.0890	0.0795	0.1000	0.500	999.000	1.30
0.0920	0.1016	0.1000	0.370	999.000	1.30
0.1060	0.1016	0.1000	0.500	999.000	1.30
0.1170	0.1016	0.1000	1.200	999.000	1.30
0.1440	0.1016	0.1000	0.800	999.000	1.30
0.1090	0.1016	0.1000	0.650	999.000	1.30
0.1230	0.1016	0.1000	1.050	999.000	1.30
0.0900	0.1016	0.1000	0.300	999.000	1.30
0.1380	0.1016	0.1000	0.800	999.000	1.20
0.1240	0.1016	0.1000	0.800	999.000	1.30
0.1150	0.1016	0.1000	0.600	999.000	1.30
0.0940	0.0700	0.2000	0.231	0.960	1.00
0.0770	0.0700	0.0700	0.245	0.960	1.00
0.0690	0.0700	0.0700	0.218	0.960	1.00
0.0790	0.0700	0.0700	0.231	0.960	1.00
0.0390	0.0700	0.0700	0.198	0.960	1.00
0.0600	0.0500	0.0700	0.231	0.960	1.00
0.0600	0.0500	0.2000	0.231	0.960	1.00
0.0540	0.0380	0.2000	0.243	0.960	1.00
0.0450	0.0380	0.2000	0.231	0.960	1.00
0.0240	0.0160	0.2000	0.213	0.800	1.00
0.0250	0.0250	0.2000	0.213	0.800	1.00
0.1160	0.0700	0.0950	0.278	0.960	1.00
0.1180	0.0700	0.0950	0.278	0.960	1.00
0.1070	0.0700	0.0500	0.269	0.960	1.00
0.1210	0.0700	0.0700	0.304	0.960	1.00
0.0890	0.0500	0.0700	0.298	0.960	1.00
0.0770	0.0380	0.2000	0.278	0.960	1.00
0.0970	0.0380	0.2000	0.324	0.960	1.00
0.0910	0.0500	0.0700	0.317	0.960	1.00
0.0320	0.0160	0.2000	0.250	0.800	1.00
0.0480	0.0250	0.2000	0.250	0.800	1.00
0.0380	0.0160	0.2000	0.294	0.800	1.00
0.0640	0.0250	0.2000	0.294	0.800	1.00
0.1330	0.0700	0.2000	0.271	0.960	1.00
0.1070	0.0700	0.0770	0.271	0.960	1.00
0.0910	0.0700	0.0700	0.251	0.960	1.00
0.0790	0.0500	0.0700	0.265	0.960	1.00
0.0250	0.0700	0.0700	0.179	0.960	1.00
0.0260	0.0500	0.2000	0.197	0.960	1.00
0.0430	0.0700	0.2000	0.197	0.960	1.00
0.0370	0.0700	0.0700	0.185	0.960	1.00
0.0350	0.0700	0.0700	0.185	0.960	1.00
0.0290	0.0500	0.0700	0.198	0.960	1.00
0.0070	0.0700	0.0700	0.165	0.960	1.00
0.0200	0.0700	0.2000	0.171	0.960	1.00
0.0280	0.0700	0.2000	0.185	0.960	1.00
0.0110	0.0500	0.2000	0.174	0.960	1.00
0.0040	0.0380	0.2000	0.174	0.960	1.00
0.0100	0.0160	0.2000	0.175	0.900	1.00
0.0170	0.0250	0.2000	0.175	0.900	1.00
0.2370	0.2000	0.1350	0.269	0.900	1.00
0.2090	0.2000	0.1200	0.291	0.900	1.00
0.1090	0.2000	0.1200	0.228	0.900	1.00
0.0590	0.2000	0.2300	0.186	0.900	1.00
0.2350	0.2000	0.1810	0.320	0.900	1.00
0.0580	0.0285	0.6000	0.571	1.900	1.00
0.0570	0.0285	0.2000	0.487	1.900	1.00
0.0480	0.0285	0.1000	0.434	1.900	1.00
0.0410	0.0285	0.0500	0.381	1.900	1.00
0.2240	0.1016	0.6000	0.571	1.900	1.00
0.2230	0.1016	0.4000	0.540	1.900	1.00
0.2110	0.1016	0.3000	0.518	1.900	1.00
0.0020	0.1016	0.2000	0.487	1.900	1.00
0.1700	0.1016	0.1000	0.434	1.900	1.00
0.1470	0.1016	0.0500	0.381	1.900	1.00
0.0690	0.1016	0.0200	0.311	1.900	1.00
0.1790	0.1016	0.6000	1.000	5.350	1.00
0.1780	0.1016	0.4000	0.939	5.350	1.00
0.1650	0.1016	0.3000	0.894	5.350	1.00
0.1480	0.1016	0.2000	0.831	5.350	1.00
0.1310	0.1016	0.1000	0.723	5.350	1.00
0.1020	0.1016	0.0500	0.615	5.350	1.00
0.3180	0.1500	0.6000	0.571	1.900	1.00
0.1150	0.0508	0.6000	0.571	1.900	1.00
0.0850	0.0508	0.6000	0.477	1.900	1.00
0.0160	0.0508	0.6000	0.318	1.900	1.00
0.1740	0.1100	0.1700	0.579	2.100	1.00
0.1950	0.1000	0.2320	0.609	2.100	1.00
0.2590	0.1500	0.2320	0.609	2.100	1.00
0.2250	0.1500	0.6000	0.428	0.840	1.00
0.2290	0.1500	0.6000	0.604	1.900	1.00
0.2070	0.1500	0.6000	1.060	5.350	1.00
0.1880	0.1500	0.6000	1.208	7.800	1.00
0.2270	0.1016	0.6000	0.399	0.800	1.00
0.2270	0.1016	0.6000	0.405	0.840	1.00
0.2240	0.1016	0.6000	0.572	1.900	1.00
0.2080	0.1016	0.6000	0.895	3.800	1.00
0.1790	0.1016	0.6000	1.000	5.350	1.00
0.1660	0.1016	0.6000	1.140	7.800	1.00
0.3150	0.1500	0.6000	0.399	0.800	1.00
0.3140	0.1500	0.6000	0.405	0.840	1.00
0.3180	0.1500	0.6000	0.572	1.900	1.00
0.3080	0.1500	0.6000	1.000	5.350	1.00
0.2900	0.1500	0.6000	1.140	7.800	1.00
0.1850	0.1500	0.2000	0.854	3.000	1.00
0.1750	0.1500	0.1000	0.763	3.000	1.00
0.1868	0.1500	0.2000	0.840	3.000	1.00
0.1778	0.1500	0.2000	0.868	3.000	1.00
0.1820	0.1500	0.2000	0.924	3.000	1.00
0.2016	0.1500	0.2000	1.065	3.000	1.00
0.2112	0.1500	0.3500	0.686	3.000	1.00
0.1868	0.1500	0.2000	0.840	3.000	1.00
0.1778	0.1500	0.2000	0.868	3.000	1.00
0.1820	0.1500	0.2000	0.924	3.000	1.00
0.2016	0.1500	0.2000	1.065	3.000	1.00
0.2112	0.1500	0.3500	0.686	3.000	1.00
0.1280	0.1500	0.2000	0.490	3.000	1.00
0.1628	0.1500	0.2000	0.532	3.000	1.00
0.1585	0.1500	0.2000	0.574	3.000	1.00
0.1620	0.1500	0.2000	0.588	3.000	1.00
0.2000	0.1500	0.2000	0.616	3.000	1.00
0.1580	0.1500	0.2000	0.742	3.000	1.00
0.2114	0.1500	0.2000	0.784	3.000	1.00
0.1990	0.1500	0.1000	0.535	3.000	1.00
0.1700	0.1000	0.2000	0.658	1.500	1.00
0.2030	0.1500	0.2000	0.658	1.500	1.00
0.1150	0.1000	0.1000	0.366	0.520	1.00
0.1330	0.1500	0.1000	0.366	0.520	1.00
0.0610	0.0500	0.0700	0.530	0.500	1.00
0.0640	0.0500	0.0690	0.535	0.500	1.00
0.0640	0.0500	0.0700	0.530	0.500	1.00
0.0700	0.0500	0.0370	0.410	0.500	1.00
0.0670	0.0500	0.0610	0.758	0.150	1.00
0.0670	0.0500	0.1170	0.396	0.500	1.00
0.0700	0.0500	0.1150	0.404	0.500	1.00
0.0700	0.0500	0.1180	0.398	0.500	1.00
0.0760	0.0500	0.1030	0.442	0.150	1.00
0.0550	0.0500	0.0520	0.407	0.150	1.00
0.2190	0.1740	0.1620	0.580	0.160	1.00
0.1850	0.1740	0.2010	0.463	0.160	1.00
0.2610	0.1740	0.1840	0.511	0.240	1.00
0.2310	0.1740	0.2010	0.463	0.680	1.00
0.2210	0.1740	0.1790	0.517	0.680	1.00
0.2200	0.1740	0.2150	0.436	1.510	1.00
0.2310	0.1740	0.1630	0.569	1.510	1.00
0.1750	0.1524	0.1149	1.009	0.240	1.00
0.1646	0.1524	0.1173	1.008	0.240	1.00
0.1981	0.1524	0.1545	0.751	0.240	1.00
0.1748	0.1500	0.1150	0.903	0.240	1.00
0.1587	0.1500	0.1150	1.083	0.240	1.00
0.1554	0.1524	0.1137	0.444	0.240	1.00
0.1341	0.1524	0.1158	0.320	0.240	1.00
0.1676	0.1524	0.1192	0.541	0.240	1.00
0.1798	0.1524	0.1585	0.586	0.240	1.00
0.1494	0.1524	0.1515	0.488	0.240	1.00
0.2103	0.1524	0.2103	0.445	0.240	1.00
0.1829	0.1524	0.2073	0.513	0.240	1.00
0.1798	0.1524	0.2131	0.578	0.240	1.00
0.1275	0.1500	0.1150	0.319	0.240	1.00
0.1500	0.1500	0.1150	0.425	0.240	1.00
0.1613	0.1500	0.1150	0.542	0.240	1.00
0.1326	0.1300	0.0500	0.441	0.500	1.00
0.1300	0.1300	0.0500	0.497	0.500	1.00
0.1430	0.1300	0.0500	0.553	0.500	1.00
0.1489	0.1300	0.0500	0.595	0.500	1.00
0.0936	0.1300	0.0500	0.217	0.500	1.00
0.1053	0.1300	0.0500	0.252	0.500	1.00
0.1144	0.1300	0.0500	0.350	0.500	1.00
0.1261	0.1300	0.0500	0.392	0.500	1.00
0.0933	0.0800	0.1000	0.802	0.900	1.00
0.1000	0.0800	0.1000	1.198	0.900	1.00
0.0450	0.0400	0.0326	0.311	0.700	1.00
0.0550	0.0400	0.0547	0.359	0.700	1.00
0.0660	0.0400	0.0725	0.413	0.700	1.00
0.0690	0.0400	0.0906	0.443	0.700	1.00
0.0640	0.0400	0.0906	0.443	0.700	1.00
0.0690	0.0400	0.1070	0.471	0.700	1.00
0.0640	0.0400	0.1070	0.471	0.700	1.00
0.0500	0.0500	0.0326	0.311	0.700	1.00
0.0530	0.0500	0.0326	0.311	0.700	1.00
0.0630	0.0500	0.0547	0.359	0.700	1.00
0.0730	0.0500	0.0725	0.413	0.700	1.00
0.0790	0.0500	0.0725	0.413	0.700	1.00
0.0850	0.0500	0.0906	0.443	0.700	1.00
0.0860	0.0500	0.1070	0.471	0.700	1.00
0.0770	0.0500	0.1070	0.471	0.700	1.00
0.0830	0.0500	0.1430	0.521	0.700	1.00
0.0600	0.0700	0.0326	0.311	0.700	1.00
0.0750	0.0700	0.0547	0.359	0.700	1.00
0.0860	0.0700	0.0547	0.359	0.700	1.00
0.0920	0.0700	0.0725	0.413	0.700	1.00
0.1000	0.0700	0.0906	0.443	0.700	1.00
0.1030	0.0700	0.1070	0.471	0.700	1.00
0.0990	0.0700	0.1070	0.471	0.700	1.00
0.1020	0.0700	0.1430	0.521	0.700	1.00
0.1050	0.1000	0.0547	0.359	0.700	1.00
0.0950	0.1000	0.0547	0.359	0.700	1.00
0.1100	0.1000	0.0595	0.382	0.700	1.00
0.1100	0.1000	0.0640	0.388	0.700	1.00
0.1130	0.1000	0.0725	0.413	0.700	1.00
0.1100	0.1000	0.0725	0.413	0.700	1.00
0.1200	0.1000	0.0860	0.432	0.700	1.00
0.1250	0.1000	0.0906	0.443	0.700	1.00
0.1200	0.1000	0.0995	0.454	0.700	1.00
0.1300	0.1000	0.1670	0.474	0.700	1.00
0.1300	0.1000	0.1150	0.478	0.700	1.00
0.1300	0.1000	0.1260	0.500	0.700	1.00
0.1300	0.1000	0.1260	0.500	0.700	1.00
0.1300	0.1000	0.1430	0.521	0.700	1.00
0.1270	0.1000	0.1430	0.521	0.700	1.00
0.1750	0.2400	0.0860	0.432	0.700	1.00
0.1800	0.2400	0.1070	0.471	0.700	1.00
0.1900	0.2400	0.1070	0.471	0.700	1.00
0.2050	0.2400	0.1260	0.500	0.700	1.00
0.2000	0.2400	0.1430	0.521	0.700	1.00
0.2300	0.3400	0.1260	0.500	0.700	1.00
0.2700	0.3950	0.1430	0.521	0.700	1.00
0.1003	0.0508	0.1016	0.749	0.250	1.00
0.1483	0.1016	0.1016	0.749	0.250	1.00
0.1605	0.1016	0.1016	0.998	0.250	1.00
0.1849	0.1016	0.1016	1.198	0.250	1.00
0.0838	0.0508	0.1016	0.499	0.250	1.00
0.1219	0.1016	0.1016	0.499	0.250	1.00
0.1350	0.1016	0.1000	0.604	0.380	1.00
0.1430	0.1016	0.1000	0.703	0.380	1.00
0.1490	0.1016	0.1000	0.802	0.380	1.00
0.1520	0.1016	0.1000	0.901	0.380	1.00
0.1540	0.1016	0.1000	1.000	0.380	1.00
0.1510	0.1016	0.1000	1.099	0.380	1.00
0.1180	0.0795	0.1000	0.604	0.380	1.00
0.1270	0.0795	0.1000	0.703	0.380	1.00
0.1370	0.0795	0.1000	0.802	0.380	1.00
0.1390	0.0795	0.1000	0.901	0.380	1.00
0.1410	0.0795	0.1000	1.000	0.380	1.00
0.0890	0.0508	0.1000	0.604	0.380	1.00
0.0940	0.0508	0.1000	0.703	0.380	1.00
0.0990	0.0508	0.1000	0.802	0.380	1.00
0.1020	0.0508	0.1000	0.901	0.380	1.00
0.1250	0.1016	0.1000	0.654	0.380	1.00
0.1400	0.1016	0.1000	0.802	0.380	1.00
0.1490	0.1016	0.1000	1.050	0.380	1.00
0.1190	0.0795	0.1000	0.654	0.380	1.00
0.1270	0.0795	0.1000	0.802	0.380	1.00
0.1330	0.0795	0.1000	1.050	0.380	1.00
0.0910	0.0508	0.1000	0.654	0.380	1.00
0.0970	0.0508	0.1000	0.802	0.800	1.00
0.1260	0.1016	0.1000	0.604	1.400	1.00
0.1280	0.1016	0.1000	0.802	1.400	1.00
0.1450	0.1016	0.1000	1.050	1.400	1.00
0.1420	0.1016	0.1000	1.198	1.400	1.00
0.1130	0.0795	0.1000	0.604	1.400	1.00
0.1090	0.0795	0.1000	0.802	1.400	1.00
0.1310	0.0795	0.1000	1.050	1.400	1.00
0.1130	0.0795	0.1000	1.198	1.400	1.00
0.1550	0.1016	0.1000	0.604	0.240	1.00
0.1670	0.1016	0.1000	0.703	0.240	1.00
0.1780	0.1016	0.1000	0.802	0.240	1.00
0.1830	0.1016	0.1000	0.901	0.240	1.00
0.1860	0.1016	0.1000	1.000	0.240	1.00
0.1880	0.1016	0.1000	1.099	0.240	1.00
0.1890	0.1016	0.1000	1.198	0.240	1.00
0.1070	0.0795	0.1000	0.604	0.240	1.00
0.1190	0.0795	0.1000	0.703	0.240	1.00
0.1300	0.0795	0.1000	0.802	0.240	1.00
0.1350	0.0795	0.1000	0.901	0.240	1.00
0.1330	0.0795	0.1000	1.000	0.240	1.00
0.1330	0.0795	0.1000	1.099	0.240	1.00
0.1310	0.0795	0.1000	1.198	0.240	1.00
0.0910	0.0508	0.1000	0.604	0.240	1.00
0.0970	0.0508	0.1000	0.703	0.240	1.00
0.1000	0.0508	0.1000	0.802	0.240	1.00
0.1016	0.0508	0.1000	0.901	0.240	1.00
0.1168	0.0508	0.1000	1.000	0.240	1.00
0.1360	0.1016	0.1000	0.604	0.240	1.00
0.1490	0.1016	0.1000	0.703	0.240	1.00
0.1520	0.1016	0.1000	0.802	0.240	1.00
0.1530	0.1016	0.1000	0.901	0.240	1.00
0.1510	0.1016	0.1000	1.000	0.240	1.00
0.1480	0.1016	0.1000	1.099	0.240	1.00
0.1000	0.1016	0.1000	0.297	0.380	1.00
0.1100	0.1016	0.1000	0.396	0.380	1.00
0.1200	0.1016	0.1000	0.495	0.380	1.00
0.0930	0.0795	0.1000	0.198	0.380	1.00
0.0930	0.0795	0.1000	0.198	0.380	1.00
0.0860	0.0795	0.1000	0.297	0.380	1.00
0.1070	0.0795	0.1000	0.495	0.380	1.00
0.0610	0.0508	0.1000	0.297	0.380	1.00
0.0720	0.0508	0.1000	0.396	0.380	1.00
0.0810	0.0508	0.1000	0.495	0.380	1.00
0.1520	0.1016	0.1000	0.297	0.800	1.00
